ic1954;52.879707;-51.90486;57.1;63.4;12.8;4665490400.0;89.76793;23.243198;24.767912;6.4130416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ngc1512;60.975574;-43.348724;42.5;261.9;18.83;51612670000.0;253.00044;65.50824;67.59612;17.502354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ngc1566;65.00159;-54.93801;29.5;214.7;17.69;60853970000.0;216.83093;56.143036;45.279243;11.723947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ngc1672;71.42704;-59.247257;42.6;134.3;19.4;53613490000.0;184.55309;47.785484;61.789867;15.998966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ngc3511;165.84921;-23.086714;75.1;256.8;13.94;10723620000.0;181.1846;46.913296;35.415092;9.1698675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ngc4535;188.5846;8.197973;44.7;179.7;15.77;33959197000.0;244.4113;63.284294;49.15226;12.7267685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ngc7496;347.44702;-43.42785;35.9;193.7;18.72;9922493000.0;100.48963;26.01932;16.938438;4.3857923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ngc5068;199.72807;-21.038744;35.7;342.4;5.2;2517960700.0;224.45084;58.116024;50.32607;13.030698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
